user_id,package_id,rating,rating_date
USR0052,PKG0048,3,2024-02-13
USR0363,PKG0046,5,2024-05-23
USR0130,PKG0001,4,2024-09-02
USR0184,PKG0006,3,2025-06-09
USR0116,PKG0055,3,2025-09-10
USR0066,PKG0020,2,2025-05-22
USR0394,PKG0060,2,2024-10-11
USR0305,PKG0021,3,2024-07-26
USR0233,PKG0001,4,2024-07-03
USR0154,PKG0031,3,2025-03-03
USR0354,PKG0010,4,2024-02-09
USR0355,PKG0038,4,2024-01-10
USR0133,PKG0037,5,2025-10-08
USR0352,PKG0034,3,2025-01-04
USR0039,PKG0051,3,2024-12-17
USR0392,PKG0048,4,2025-09-21
USR0176,PKG0014,3,2025-01-16
USR0317,PKG0054,4,2024-12-11
USR0260,PKG0031,4,2024-01-03
USR0342,PKG0001,3,2024-04-17
USR0154,PKG0055,3,2025-05-09
USR0300,PKG0040,4,2025-05-28
USR0192,PKG0024,3,2024-07-25
USR0264,PKG0028,4,2024-08-04
USR0258,PKG0060,3,2024-05-31
USR0265,PKG0028,4,2024-12-06
USR0316,PKG0030,4,2025-11-27
USR0324,PKG0043,3,2025-11-05
USR0278,PKG0038,4,2025-06-01
USR0115,PKG0036,5,2024-10-07
USR0217,PKG0036,5,2025-06-27
USR0282,PKG0015,4,2025-02-04
USR0186,PKG0033,4,2025-06-25
USR0102,PKG0040,3,2025-08-27
USR0116,PKG0024,4,2025-09-19
USR0116,PKG0015,3,2025-09-18
USR0032,PKG0051,2,2024-07-20
USR0335,PKG0044,5,2025-03-21
USR0246,PKG0059,5,2024-02-10
USR0389,PKG0006,2,2025-04-10
USR0227,PKG0001,4,2025-08-28
USR0334,PKG0051,3,2025-07-14
USR0278,PKG0011,4,2024-10-24
USR0338,PKG0031,5,2025-07-05
USR0191,PKG0047,4,2025-04-12
USR0287,PKG0013,3,2024-02-15
USR0274,PKG0041,2,2024-10-18
USR0115,PKG0005,4,2024-12-06
USR0154,PKG0056,4,2024-01-19
USR0022,PKG0019,3,2025-02-21
USR0258,PKG0052,5,2025-08-26
USR0377,PKG0031,3,2025-10-04
USR0086,PKG0016,1,2024-03-05
USR0026,PKG0015,4,2025-04-30
USR0014,PKG0021,5,2025-03-03
USR0304,PKG0021,4,2025-04-19
USR0310,PKG0037,3,2025-09-15
USR0385,PKG0009,4,2025-08-08
USR0394,PKG0058,5,2024-08-24
USR0346,PKG0001,4,2024-11-18
USR0316,PKG0028,3,2025-08-28
USR0281,PKG0052,5,2024-08-16
USR0186,PKG0018,3,2025-04-05
USR0359,PKG0007,3,2024-09-28
USR0068,PKG0043,3,2024-11-03
USR0242,PKG0020,3,2025-10-29
USR0162,PKG0049,3,2024-02-09
USR0157,PKG0019,5,2024-08-22
USR0056,PKG0019,4,2025-11-15
USR0064,PKG0028,5,2025-08-16
USR0125,PKG0006,3,2024-09-17
USR0079,PKG0032,2,2025-02-08
USR0361,PKG0040,4,2024-09-28
USR0030,PKG0034,4,2024-01-05
USR0309,PKG0019,4,2025-06-27
USR0026,PKG0047,5,2024-08-22
USR0229,PKG0043,2,2024-02-11
USR0276,PKG0024,5,2024-08-15
USR0046,PKG0031,4,2025-04-05
USR0116,PKG0016,4,2024-09-01
USR0059,PKG0048,3,2025-02-10
USR0243,PKG0049,5,2024-01-03
USR0045,PKG0013,5,2025-03-16
USR0038,PKG0043,4,2024-02-18
USR0212,PKG0043,3,2024-03-18
USR0015,PKG0031,3,2024-10-07
USR0174,PKG0003,2,2025-07-02
USR0242,PKG0051,3,2025-07-13
USR0007,PKG0047,3,2025-03-02
USR0157,PKG0059,2,2024-01-17
USR0103,PKG0040,3,2025-05-28
USR0125,PKG0060,2,2025-10-17
USR0027,PKG0026,4,2024-11-09
USR0097,PKG0016,3,2025-09-06
USR0110,PKG0027,2,2025-11-10
USR0331,PKG0045,4,2024-02-22
USR0396,PKG0032,4,2025-05-23
USR0018,PKG0054,2,2025-08-17
USR0005,PKG0005,5,2024-08-06
USR0380,PKG0042,4,2025-06-30
USR0260,PKG0033,3,2025-11-08
USR0297,PKG0052,5,2025-07-19
USR0221,PKG0036,4,2024-10-21
USR0266,PKG0045,3,2024-04-28
USR0053,PKG0031,2,2024-08-28
USR0386,PKG0014,3,2025-02-02
USR0115,PKG0034,3,2025-07-28
USR0238,PKG0019,2,2024-12-02
USR0193,PKG0057,3,2024-06-30
USR0128,PKG0032,5,2025-07-12
USR0300,PKG0002,5,2025-11-02
USR0021,PKG0016,2,2024-07-24
USR0014,PKG0007,4,2024-01-15
USR0323,PKG0058,5,2025-03-15
USR0196,PKG0001,5,2024-03-22
USR0305,PKG0038,5,2024-12-02
USR0048,PKG0031,4,2025-10-24
USR0006,PKG0051,5,2024-09-08
USR0343,PKG0018,3,2025-05-06
USR0127,PKG0049,4,2024-01-22
USR0232,PKG0014,4,2024-04-11
USR0152,PKG0024,4,2024-05-12
USR0098,PKG0020,4,2024-09-21
USR0254,PKG0032,3,2024-06-22
USR0178,PKG0011,4,2025-11-04
USR0237,PKG0016,3,2024-10-26
USR0202,PKG0029,4,2025-11-18
USR0034,PKG0001,4,2024-09-20
USR0288,PKG0003,3,2025-03-01
USR0092,PKG0055,4,2024-06-14
USR0222,PKG0028,4,2025-03-12
USR0373,PKG0033,4,2024-07-27
USR0135,PKG0056,4,2024-06-16
USR0118,PKG0045,3,2025-01-05
USR0124,PKG0010,3,2024-04-09
USR0225,PKG0050,5,2024-10-22
USR0016,PKG0028,5,2024-11-12
USR0308,PKG0030,4,2025-07-09
USR0342,PKG0036,3,2025-07-15
USR0260,PKG0005,5,2025-10-16
USR0115,PKG0002,3,2024-03-11
USR0388,PKG0049,3,2024-03-19
USR0258,PKG0005,1,2024-06-08
USR0047,PKG0034,5,2024-05-04
USR0359,PKG0048,4,2024-01-04
USR0003,PKG0055,5,2024-09-02
USR0017,PKG0016,4,2024-03-08
USR0328,PKG0035,4,2024-10-03
USR0044,PKG0020,5,2024-07-02
USR0077,PKG0049,5,2024-04-26
USR0243,PKG0015,3,2025-04-07
USR0239,PKG0025,3,2024-12-11
USR0035,PKG0018,3,2024-05-04
USR0316,PKG0033,5,2025-05-27
USR0376,PKG0038,3,2025-07-01
USR0173,PKG0003,3,2025-04-21
USR0020,PKG0010,5,2025-06-07
USR0370,PKG0021,5,2024-05-05
USR0372,PKG0014,1,2025-05-07
USR0024,PKG0027,5,2025-11-15
USR0081,PKG0008,5,2025-09-21
USR0097,PKG0022,4,2024-10-11
USR0053,PKG0039,4,2024-03-26
USR0288,PKG0019,2,2024-12-30
USR0130,PKG0003,4,2024-04-04
USR0364,PKG0047,2,2024-12-27
USR0365,PKG0041,4,2024-06-29
USR0183,PKG0029,3,2025-02-01
USR0110,PKG0054,3,2024-07-12
USR0056,PKG0040,4,2025-07-12
USR0124,PKG0017,4,2024-09-13
USR0100,PKG0019,5,2024-01-19
USR0161,PKG0045,3,2025-09-27
USR0084,PKG0034,5,2024-03-29
USR0056,PKG0008,4,2024-03-05
USR0124,PKG0060,4,2024-06-15
USR0191,PKG0024,5,2024-05-29
USR0140,PKG0032,3,2024-12-16
USR0205,PKG0047,5,2024-06-13
USR0145,PKG0032,3,2025-06-18
USR0014,PKG0030,1,2025-07-01
USR0153,PKG0030,3,2024-07-17
USR0335,PKG0027,5,2025-05-05
USR0079,PKG0023,4,2025-10-08
USR0362,PKG0048,4,2024-12-25
USR0151,PKG0041,4,2024-01-31
USR0190,PKG0050,3,2024-12-14
USR0005,PKG0013,4,2025-02-02
USR0231,PKG0028,5,2025-03-18
USR0134,PKG0031,2,2024-04-16
USR0008,PKG0050,5,2025-06-08
USR0262,PKG0040,4,2025-02-16
USR0363,PKG0030,5,2024-08-05
USR0376,PKG0034,5,2024-06-20
USR0192,PKG0060,2,2024-07-13
USR0137,PKG0006,3,2025-09-27
USR0226,PKG0057,2,2025-10-14
USR0382,PKG0009,4,2025-05-10
USR0288,PKG0009,4,2025-08-23
USR0016,PKG0059,5,2024-03-09
USR0120,PKG0018,3,2024-08-20
USR0386,PKG0047,5,2025-11-03
USR0207,PKG0043,3,2025-05-21
USR0327,PKG0002,3,2025-07-24
USR0314,PKG0010,5,2025-04-13
USR0226,PKG0032,3,2025-01-31
USR0233,PKG0037,5,2024-11-25
USR0360,PKG0032,3,2025-10-19
USR0234,PKG0041,4,2025-01-12
USR0357,PKG0057,4,2024-07-22
USR0291,PKG0011,3,2024-02-12
USR0361,PKG0006,5,2024-02-07
USR0259,PKG0049,4,2025-04-08
USR0109,PKG0025,2,2024-07-11
USR0244,PKG0031,5,2024-01-04
USR0098,PKG0034,3,2025-08-07
USR0023,PKG0005,5,2024-12-29
USR0111,PKG0028,4,2024-01-18
USR0059,PKG0055,3,2025-11-11
USR0003,PKG0029,3,2025-01-16
USR0146,PKG0049,4,2025-10-26
USR0066,PKG0012,4,2024-12-12
USR0072,PKG0007,4,2025-03-01
USR0399,PKG0043,5,2024-01-08
USR0134,PKG0024,4,2024-11-18
USR0041,PKG0042,5,2025-04-19
USR0311,PKG0035,4,2024-03-28
USR0258,PKG0044,3,2024-05-17
USR0093,PKG0048,4,2024-04-08
USR0193,PKG0040,5,2025-08-31
USR0306,PKG0041,5,2025-06-17
USR0092,PKG0049,4,2025-07-28
USR0032,PKG0036,2,2024-04-29
USR0369,PKG0056,4,2025-08-30
USR0160,PKG0058,4,2024-05-19
USR0174,PKG0009,5,2025-04-29
USR0303,PKG0040,3,2025-05-21
USR0073,PKG0051,4,2025-07-20
USR0079,PKG0016,5,2025-07-18
USR0169,PKG0001,3,2024-12-14
USR0172,PKG0023,4,2024-05-02
USR0349,PKG0004,4,2025-10-01
USR0297,PKG0045,3,2024-02-03
USR0033,PKG0016,5,2025-10-15
USR0364,PKG0004,4,2024-11-20
USR0377,PKG0007,4,2024-09-08
USR0372,PKG0052,2,2024-11-15
USR0235,PKG0004,5,2025-07-03
USR0324,PKG0059,5,2025-03-11
USR0294,PKG0042,4,2024-10-27
USR0114,PKG0028,4,2024-02-09
USR0052,PKG0033,4,2024-04-19
USR0256,PKG0039,3,2024-02-26
USR0183,PKG0044,4,2024-11-03
USR0113,PKG0049,5,2025-11-11
USR0019,PKG0050,2,2024-05-20
USR0154,PKG0010,3,2024-09-21
USR0314,PKG0049,5,2025-01-23
USR0015,PKG0007,3,2024-06-05
USR0013,PKG0012,5,2024-10-14
USR0098,PKG0031,5,2024-12-14
USR0035,PKG0058,3,2025-02-25
USR0156,PKG0005,3,2024-03-17
USR0054,PKG0021,3,2025-06-27
USR0195,PKG0037,5,2025-01-07
USR0323,PKG0010,3,2024-03-17
USR0062,PKG0042,5,2025-05-25
USR0098,PKG0025,5,2024-11-11
USR0372,PKG0010,3,2024-11-03
USR0156,PKG0024,4,2025-02-20
USR0080,PKG0038,2,2024-01-24
USR0196,PKG0034,4,2024-01-27
USR0172,PKG0015,2,2024-10-18
USR0163,PKG0038,5,2024-12-01
USR0309,PKG0056,3,2024-07-08
USR0394,PKG0057,2,2024-04-05
USR0212,PKG0048,4,2024-05-20
USR0125,PKG0016,1,2025-06-21
USR0275,PKG0014,3,2025-09-09
USR0166,PKG0028,5,2025-09-05
USR0188,PKG0047,4,2024-04-12
USR0008,PKG0036,4,2025-01-06
USR0267,PKG0001,4,2024-04-26
USR0274,PKG0032,4,2024-04-07
USR0257,PKG0005,5,2024-09-27
USR0308,PKG0011,4,2024-12-07
USR0181,PKG0047,3,2024-11-21
USR0046,PKG0051,4,2024-05-06
USR0220,PKG0050,4,2024-07-06
USR0140,PKG0015,3,2025-08-13
USR0190,PKG0048,5,2024-08-05
USR0334,PKG0038,5,2025-08-19
USR0154,PKG0024,3,2024-03-21
USR0267,PKG0022,5,2024-08-25
USR0133,PKG0052,5,2024-02-20
USR0358,PKG0028,4,2024-10-10
USR0308,PKG0046,5,2024-11-14
USR0047,PKG0025,3,2025-07-17
USR0339,PKG0057,4,2025-07-08
USR0082,PKG0014,4,2024-03-22
USR0380,PKG0015,5,2025-07-16
USR0251,PKG0027,3,2025-08-14
USR0092,PKG0019,4,2025-07-13
USR0284,PKG0043,3,2024-10-31
USR0060,PKG0054,5,2025-07-19
USR0351,PKG0015,3,2025-11-04
USR0383,PKG0002,5,2024-10-31
USR0133,PKG0008,4,2024-04-12
USR0370,PKG0042,5,2025-02-17
USR0116,PKG0007,2,2024-02-11
USR0269,PKG0028,4,2024-11-15
USR0243,PKG0051,3,2025-03-06
USR0380,PKG0020,3,2024-04-05
USR0286,PKG0018,3,2025-11-04
USR0061,PKG0041,4,2024-12-07
USR0117,PKG0028,3,2024-10-02
USR0284,PKG0053,4,2024-02-23
USR0269,PKG0049,4,2024-05-20
USR0242,PKG0044,3,2024-03-11
USR0166,PKG0033,4,2024-04-06
USR0382,PKG0027,3,2025-08-25
USR0214,PKG0015,5,2024-01-05
USR0173,PKG0024,3,2024-04-19
USR0015,PKG0041,5,2025-05-03
USR0062,PKG0020,3,2024-02-13
USR0008,PKG0051,3,2025-04-25
USR0280,PKG0005,4,2025-01-04
USR0018,PKG0056,2,2025-02-19
USR0132,PKG0006,5,2025-07-08
USR0254,PKG0045,4,2024-04-19
USR0169,PKG0023,4,2024-09-27
USR0160,PKG0015,4,2024-06-11
USR0040,PKG0034,5,2025-08-28
USR0115,PKG0001,2,2025-07-28
USR0267,PKG0040,4,2024-09-10
USR0221,PKG0033,5,2024-03-24
USR0363,PKG0028,4,2024-12-08
USR0355,PKG0050,2,2024-06-21
USR0356,PKG0060,3,2024-07-08
USR0351,PKG0008,5,2025-10-26
USR0381,PKG0054,4,2025-08-05
USR0236,PKG0009,3,2024-04-16
USR0333,PKG0021,4,2025-10-07
USR0305,PKG0016,2,2024-01-18
USR0214,PKG0006,2,2025-04-26
USR0232,PKG0025,3,2024-08-11
USR0397,PKG0018,5,2024-05-09
USR0053,PKG0027,4,2024-06-22
USR0232,PKG0010,4,2025-11-29
USR0018,PKG0038,2,2025-06-05
USR0008,PKG0008,4,2024-09-01
USR0212,PKG0018,3,2025-02-21
USR0189,PKG0052,3,2024-01-06
USR0381,PKG0011,4,2025-11-28
USR0289,PKG0022,4,2025-06-19
USR0267,PKG0050,3,2024-10-06
USR0173,PKG0012,3,2025-08-13
USR0310,PKG0017,1,2024-07-11
USR0027,PKG0022,2,2025-05-19
USR0132,PKG0015,3,2025-07-14
USR0345,PKG0044,5,2024-08-31
USR0031,PKG0017,3,2024-03-01
USR0331,PKG0044,4,2025-03-16
USR0147,PKG0010,5,2024-08-04
USR0090,PKG0014,4,2025-09-19
USR0009,PKG0036,3,2025-11-13
USR0081,PKG0036,5,2025-02-01
USR0214,PKG0035,3,2024-07-16
USR0051,PKG0010,4,2025-06-24
USR0225,PKG0057,4,2024-10-26
USR0134,PKG0008,4,2024-12-18
USR0133,PKG0006,5,2024-05-19
USR0196,PKG0059,4,2025-02-18
USR0295,PKG0043,4,2025-08-27
USR0189,PKG0038,5,2025-02-25
USR0325,PKG0054,3,2025-08-15
USR0311,PKG0010,4,2024-10-21
USR0080,PKG0045,4,2024-10-02
USR0347,PKG0047,4,2024-09-12
USR0203,PKG0020,4,2025-09-23
USR0350,PKG0028,4,2024-05-07
USR0162,PKG0015,5,2025-03-06
USR0379,PKG0006,4,2024-09-18
USR0076,PKG0053,3,2025-10-25
USR0365,PKG0020,3,2025-09-11
USR0316,PKG0008,3,2025-05-24
USR0020,PKG0016,4,2024-01-02
USR0245,PKG0046,1,2024-04-27
USR0347,PKG0028,3,2025-02-19
USR0204,PKG0019,5,2025-08-27
USR0221,PKG0038,4,2024-07-14
USR0350,PKG0022,4,2024-09-16
USR0317,PKG0002,5,2024-05-11
USR0318,PKG0019,3,2025-08-13
USR0220,PKG0039,3,2024-07-07
USR0011,PKG0030,4,2025-10-18
USR0028,PKG0042,1,2025-08-17
USR0015,PKG0056,4,2024-05-02
USR0256,PKG0033,3,2025-11-18
USR0251,PKG0050,5,2024-09-11
USR0362,PKG0059,3,2024-05-15
USR0218,PKG0019,3,2024-02-11
USR0002,PKG0056,4,2024-08-24
USR0339,PKG0016,3,2024-09-12
USR0108,PKG0039,3,2024-02-17
USR0034,PKG0020,4,2024-03-14
USR0117,PKG0020,4,2025-12-01
USR0272,PKG0031,3,2025-02-08
USR0143,PKG0022,4,2024-05-16
USR0052,PKG0060,5,2024-08-11
USR0263,PKG0020,4,2024-10-10
USR0132,PKG0039,2,2024-04-25
USR0382,PKG0024,4,2025-08-11
USR0381,PKG0004,3,2024-01-03
USR0208,PKG0041,5,2025-10-29
USR0118,PKG0043,4,2024-08-03
USR0180,PKG0008,4,2024-04-23
USR0206,PKG0059,3,2024-01-15
USR0310,PKG0007,4,2025-02-27
USR0239,PKG0044,2,2024-04-19
USR0097,PKG0034,3,2024-12-15
USR0382,PKG0017,5,2024-07-30
USR0149,PKG0052,3,2025-04-02
USR0377,PKG0035,5,2024-05-27
USR0192,PKG0056,3,2024-05-30
USR0364,PKG0034,3,2025-10-25
USR0222,PKG0056,4,2024-05-06
USR0164,PKG0041,3,2025-01-12
USR0344,PKG0043,4,2024-11-28
USR0148,PKG0053,3,2025-02-24
